0,0.6505815,-0.50843513,0.18937612,-0.55791247,0.27665493,0.1053889,0.09113017,-0.2657959,0.11197562,0.21982667,0.061502043,-0.17820245,-0.035940465,-0.008347293,-0.044813313,-0.10867279,0.0435741,0.20032114,0.012327261,-0.073120594,-0.027361132,-0.014145805,0.005149426,-0.062446058,0.010172436,0.18270843,0.014724683,-0.055277772,0.050653514,-0.023928896
1,0.7685599,-0.54483765,0.24035731,-0.55150086,0.19900665,0.11996532,0.11697365,-0.24715193,0.05186507,0.21573216,0.09225832,-0.15686004,-0.03367691,-0.016477188,-0.0436556,-0.12982427,0.027123958,0.20967704,0.019851498,-0.066433445,-0.019526634,-0.002197802,0.0008757692,-0.05206255,-0.012213082,0.19227047,0.017317712,-0.063872576,0.040064983,-0.025519375
2,0.72417027,-0.5189068,0.22171277,-0.51404905,0.19164209,0.114800796,0.10709766,-0.2296436,0.056895632,0.20086181,0.08802955,-0.15075392,-0.02570865,-0.015516707,-0.04291494,-0.12211045,0.027846973,0.1933116,0.017894343,-0.063367836,-0.02160639,0.00024910644,0.00017062575,-0.045704193,-0.009997948,0.18128356,0.014939997,-0.062049728,0.03832721,-0.02934821
3,0.64600796,-0.5300801,0.17033833,-0.58506316,0.30916786,0.11280125,0.08763395,-0.28181073,0.12816355,0.23650897,0.04368808,-0.19327721,-0.04279979,-0.010533675,-0.0528344,-0.104631685,0.047905818,0.20237866,0.013123453,-0.08778308,-0.03074371,-0.022146592,0.00697306,-0.07128429,0.015516102,0.18968071,0.012308709,-0.056175463,0.047711033,-0.022848923
4,0.65323126,-0.494545,0.19539824,-0.52607065,0.24854088,0.102045305,0.095393315,-0.24726774,0.09799521,0.20965508,0.07375527,-0.16556895,-0.031852033,-0.013766522,-0.037740957,-0.10979014,0.041518122,0.19076943,0.0103324205,-0.0664451,-0.023003861,-0.010173766,0.004732577,-0.055467464,0.003458254,0.17961277,0.014614951,-0.05748901,0.04493249,-0.02678974
5,0.6469156,-0.49735394,0.19269115,-0.52485055,0.24841602,0.10171229,0.09421365,-0.24796446,0.098689064,0.21349981,0.07178345,-0.16880828,-0.03183945,-0.011593418,-0.03739633,-0.10867791,0.041497152,0.18907805,0.008781496,-0.06884074,-0.022441618,-0.012120089,0.0030504446,-0.058237553,0.0028823726,0.1780959,0.013120804,-0.056234606,0.045999013,-0.02702361
6,0.72359926,-0.52094525,0.22389868,-0.5349608,0.2126618,0.11098244,0.108065166,-0.24064024,0.06809569,0.21339065,0.08888568,-0.1580582,-0.032128047,-0.012646208,-0.040597048,-0.122138195,0.032809153,0.20003068,0.016799107,-0.06545733,-0.01993822,-0.0036396887,0.0026425887,-0.052121237,-0.00802417,0.18449096,0.015840843,-0.058815412,0.041994043,-0.026743222
7,0.6748786,-0.50062025,0.20611355,-0.50530267,0.21851191,0.103498794,0.09816195,-0.23375289,0.082047336,0.20563906,0.08430814,-0.15496565,-0.030027729,-0.012948609,-0.03739804,-0.11586474,0.03716798,0.19126423,0.01282645,-0.06484499,-0.020497542,-0.0056726374,0.001933312,-0.048161633,-0.0053128814,0.17637604,0.012098122,-0.05560859,0.042349637,-0.027985487
8,0.68819594,-0.50615984,0.21078727,-0.5448172,0.2481457,0.10513663,0.10177013,-0.25317627,0.08910796,0.2146917,0.080993585,-0.16794826,-0.0361658,-0.014990307,-0.03910334,-0.118042365,0.036102116,0.20015429,0.014946729,-0.0657874,-0.022764433,-0.011081679,0.006010482,-0.05753226,0.001672117,0.18562686,0.01809726,-0.05921476,0.046662904,-0.0252266
9,0.64896667,-0.54502934,0.16210249,-0.6083767,0.32595676,0.11923873,0.08666821,-0.2909882,0.13603741,0.24675238,0.03669913,-0.20173888,-0.048341814,-0.010992094,-0.05944229,-0.10397916,0.04892017,0.20792547,0.015137844,-0.0946513,-0.031326186,-0.02708519,0.006727325,-0.07690143,0.018072907,0.19214423,0.012076821,-0.056453045,0.0461436,-0.023954578
10,0.62823975,-0.5137611,0.17226768,-0.5594911,0.29200557,0.10860936,0.086594984,-0.27226904,0.121237114,0.2278341,0.050181802,-0.1867404,-0.038251806,-0.012197627,-0.048838563,-0.10301737,0.047322303,0.19610934,0.01021415,-0.08315458,-0.027549405,-0.018861046,0.005557159,-0.067794055,0.012273654,0.1820619,0.009911314,-0.054886132,0.04627748,-0.025173336
11,0.653738,-0.4910576,0.19900888,-0.49907094,0.2267716,0.100165494,0.093954325,-0.23236023,0.08731784,0.2017329,0.080890656,-0.15716667,-0.02915397,-0.010322785,-0.03416364,-0.11169142,0.03935302,0.18598467,0.012371354,-0.06223857,-0.020063039,-0.006577978,0.0024278518,-0.04893318,-0.0022490602,0.17532925,0.014530107,-0.057100426,0.04224785,-0.029364485
12,0.7527545,-0.5483098,0.22109732,-0.6328435,0.29143712,0.118758865,0.11148234,-0.29359922,0.099351175,0.24681953,0.07693688,-0.18711899,-0.05022038,-0.01611036,-0.05301981,-0.12224389,0.03487949,0.22298759,0.02048795,-0.07990737,-0.028683051,-0.01851624,0.008054929,-0.07348457,0.007742172,0.19840673,0.022300065,-0.06050048,0.054082006,-0.02123245
13,0.66555506,-0.5104552,0.19358084,-0.56125546,0.26991066,0.10692323,0.09751444,-0.26757702,0.10642345,0.22619438,0.06872832,-0.17646565,-0.036688667,-0.011495176,-0.043846432,-0.110162035,0.042689733,0.19804655,0.011545934,-0.07419613,-0.02645132,-0.015792044,0.004349878,-0.06151755,0.004879445,0.18338564,0.012240775,-0.05718409,0.04948156,-0.023468686
14,0.64612025,-0.5325434,0.17024428,-0.58863264,0.3097726,0.1132839,0.089257196,-0.2834944,0.12807444,0.23723221,0.045005534,-0.19196808,-0.04377817,-0.0073317587,-0.053889673,-0.10413596,0.046514332,0.2045241,0.014893159,-0.08804852,-0.030103177,-0.024368538,0.0040949415,-0.07114394,0.01399165,0.18532838,0.010804005,-0.054059397,0.049335018,-0.02298266
15,0.5565406,-0.5007931,0.14247377,-0.5179,0.29395682,0.105525054,0.07297308,-0.2547683,0.13634658,0.21499082,0.03305304,-0.18246461,-0.03027467,-0.009898015,-0.047755748,-0.09492777,0.0515026,0.18351589,0.003938522,-0.08739043,-0.029365152,-0.019977843,0.0074663516,-0.063298136,0.015843969,0.17043221,0.0059555657,-0.051297553,0.040885262,-0.02911415
16,0.60057753,-0.50855494,0.16040865,-0.54386854,0.29346135,0.10811456,0.080737464,-0.26475355,0.12759544,0.22334889,0.043938406,-0.18572722,-0.03537679,-0.009788225,-0.047927096,-0.10000624,0.049217686,0.19265193,0.008611996,-0.08593543,-0.030031595,-0.019832136,0.006165264,-0.06616179,0.013017468,0.17649154,0.008874882,-0.05202743,0.046494797,-0.027292844
17,0.580471,-0.50010383,0.15433356,-0.5244826,0.28547215,0.104512855,0.0796036,-0.25717726,0.12838851,0.2170786,0.040955074,-0.18221478,-0.030986156,-0.009527576,-0.043984573,-0.09814465,0.0475963,0.18565284,0.0057869405,-0.08368845,-0.027145013,-0.019724691,0.0049236547,-0.0615924,0.013153899,0.17408502,0.007112451,-0.050042678,0.04399407,-0.027518678
